Customer_Acquisition_Costs_CAC,Churn_Rate,Average_Order_Size,Monthly_Recurring_Revenue_MRR,Monthly_Active_Users_MAU,Gross_Sales,Marketing_Spend,Product_Quality_Score,Customer_Support_Score,Discount_Rate,Advertising_Effectiveness_Score,Subscription_Tenure_Avg
193.52465823520762,0.06368854936319969,67.10702307246308,67597.5964266809,4813,34716.70985740647,6409.291349726437,1.7889706646680672,4.776379143721458,0.3251484870367538,5.281336703701506,1.8971287459547905
475.8500101408589,0.16715127473972385,64.45618383295997,79871.45832194586,3192,8794.543695573071,799.8964210252252,1.8541499115358056,2.3437846135157354,0.16450286483111642,5.829609517619445,33.36616165525266
368.6770314875885,0.2631542924041584,183.1258244937866,25796.3219804574,4259,15860.269864175103,3679.2478588532704,3.704372136658307,3.2427779255027205,0.19572713539723557,7.9402244335373995,30.81428830866266
303.3426572565479,0.22234521705877275,64.9183159729111,62862.53586109289,6408,25415.583965004625,5394.514716183805,2.6200043943501936,1.3802261473302577,0.13105648600839825,6.951387756385824,19.349027476634244
86.44913381679389,0.24390273287982042,68.95095070315358,57602.85233123112,7578,39923.807795412125,9962.622481141923,4.726177628426081,1.801876191065436,0.1715220028965051,4.684104287941533,9.012981764880584
86.4373149647393,0.20104717634610803,156.69168723523347,83450.20730203883,8576,37103.727045317,4797.882269962163,1.3560389395840353,2.6538630668406404,0.20535020029327156,9.05871440074797,5.256801173803298
38.460969962417735,0.2107602037101772,100.9531716410972,90702.61898764479,5033,32453.95064232085,8178.961895431803,3.046102563237972,1.8248108636071154,0.36020803454617145,2.4631036179713073,13.71873678012443
434.4263114297182,0.2562667389539426,159.8079002519326,2203.5203762612937,5026,8210.776398718423,4377.466122159515,4.6740861217724845,4.506241963154871,0.2557680971173959,9.959648037312922,9.939989836613167
304.54635575417234,0.08240372256916391,31.765908361589343,67727.97198682047,9479,27578.744607971097,7984.268153935118,4.61645464191802,1.6331450242363923,0.47178260857848847,2.0696732062861347,18.734192035220456
356.95556312006227,0.15193323945651074,107.76281486120918,6131.744112853173,4069,4828.60183909433,5994.606536039073,1.6261168536629649,2.822643286212368,0.020940196919387755,1.1345497399381501,34.82432536432001
20.086402204943198,0.07415073812768463,26.05044803299087,55337.00784265823,3065,19179.47725143421,8877.294870873744,2.466550800385826,3.4227969618395027,0.2515341613160141,9.010170110338882,21.12337226303745
485.2558275593772,0.29642372231902764,31.277576621963814,29475.64017532414,4419,20969.06824935298,4168.331268266088,3.476485600186785,3.7674556326433777,0.29211239441585907,3.204581575293605,32.147586956153425
417.8968939922066,0.28377720850911786,183.15874160199397,31370.88335269198,9075,2470.6662525648144,6082.613756232641,1.6375795390856087,2.532277478906027,0.46009849303713696,7.567296647020488,23.780759312352203
114.04616423235531,0.02143377529686671,45.06416680116713,35942.8918417833,7208,14062.410923763606,6337.184938126391,4.872088688182955,4.476396274898914,0.024579261810713793,8.299138374388624,17.633628430552015
99.09423393147931,0.21461680002954964,115.83572280953908,62507.9524559114,9241,47804.648629691226,4232.091123824685,4.658997314910641,3.273276604311702,0.286749792467608,8.730877519289052,30.91126469566799
99.86820982818257,0.2783220120505431,93.99720846812718,34070.946601208154,4039,47704.81408756963,1528.6892325060671,1.6678007161378767,2.758031121790207,0.4268149642639785,9.9243481209775,17.497883856054912
159.0786990501735,0.062366850086926724,82.52179872659168,73537.20600843776,144,17940.189185500694,1026.2381284321218,1.4846218450439417,1.2689625362081465,0.12096386405961829,3.6463573903599915,31.401985967862636
267.13065149979656,0.17470411686026255,181.97000222370903,41048.2111718131,1910,2633.455392942041,265.0483509363677,1.3416339312330612,2.85875787378066,0.4381461742619687,7.392190077345332,11.205186935151785
221.65305913463672,0.2754916063005321,23.92821141958811,7766.966830685903,4666,9365.199496744986,8747.989216027625,4.637774656146524,4.2829433632629215,0.009521704637145911,2.038598724527454,5.508457581704584
152.70227869704053,0.019844333789881666,139.48214351160604,78592.22440592662,9121,19914.780774960236,2441.101631163076,1.7744952391818432,3.458164072885262,0.36622731456686486,4.661283622211645,30.936006252702843
309.8079184139659,0.21225187750158356,193.41099815843907,29290.074134677896,2009,47415.09504947688,2193.916817889504,2.665139714177419,4.328649814916473,0.4665566105843265,8.631745239813313,21.559530732743337
78.3519917195005,0.09623121213803972,120.83027302313155,43843.921080327,6464,7489.353645090654,7386.750464218048,2.795405462608012,2.9760466823972225,0.3285988308200311,4.308922414531975,32.1182339387136
153.15087778225688,0.2780748966591938,188.62804316595654,68858.94443896825,2681,38294.034261576504,3268.1595195651785,3.39604417685427,1.4738468203779274,0.21951462199022398,6.319858424820526,33.82395224473341
189.51730321390895,0.2916068910979566,29.406418271484277,33913.15955772249,791,5879.785699047258,5109.842454877182,1.2869413749896998,1.0545593833435243,0.022440508236359014,5.533960993521706,2.876993663000721
233.47429226634762,0.2838372818428958,95.38279743334905,6601.979958524847,1031,49072.2500808682,1708.8595464448174,1.9070344696020638,2.2128781868743648,0.4600569066613144,6.813563780008406,18.533925565060393
394.73622108257666,0.1475221228306645,66.82840237316921,38018.18365426855,8010,19390.01670590218,9601.482642473495,4.725961547675704,3.79196188599117,0.2351481113457874,9.756049504489255,14.123759217608523
107.84015325759627,0.25999236878690085,151.54777369653135,94500.40968673603,6482,38874.10967550327,8530.65586017065,4.633640429074278,4.161039615766775,0.014498372167974005,1.501619738512619,22.9050438974541
261.9748748226697,0.2549193255751704,196.63347628950442,64531.70533255726,3506,17458.258599151024,8651.517267353533,4.125162589622769,2.1830113384813177,0.34491053566438096,6.165653657514667,28.775691902081324
300.2831387424008,0.10253913724054413,66.1754112399646,67476.43571805349,8439,31569.60941936103,4127.060110862852,1.0776049824728617,2.9826156835329884,0.2409186267881291,8.767259013252563,10.820657559102914
32.760702232798884,0.25038548750369644,137.7514282653334,63595.93321012634,1132,10004.796194631817,7647.376015701011,2.3080270739844084,2.6844756177363265,0.062172658721205365,5.332444405735847,20.487943453061007
307.6969774317048,0.020732214067492857,55.65757389675322,20700.221756984243,1411,7728.040455199645,1524.3739383588236,3.511834941371631,2.6420911374057114,0.10713590465512979,1.7067446734741554,25.805500296671486
93.55682060677285,0.1829182647597954,121.75944582288979,42415.052546125735,8679,46934.174908622495,185.32812565862474,2.1007608470939028,1.925394852800602,0.032245340227923136,6.044854171750938,5.705087899250691
41.87528056278696,0.07670256281343388,103.50784760390052,75343.0400379685,3221,45923.54025626946,297.73203252247845,4.638346780215109,1.5454844201178335,0.2871467698542868,3.988665017414384,29.49234170829434
474.9539132541333,0.04496439687541085,194.96095933367667,11035.916857762755,1973,44429.71254053768,5907.357200305149,3.5355578473297675,1.7867542329248525,0.3110147396260046,2.394476068041423,22.21383599485406
483.1596962065341,0.032316428472470654,129.53490908536398,28507.424832881516,9207,31458.955783246376,4608.409561954614,1.2876268692657824,1.2213295486533844,0.2528711491777222,8.641310619551257,34.233810298977815
406.11470057706595,0.21192374500466052,82.91114697562739,28355.591738119507,6881,40509.27645520577,5228.351954194345,4.636022355342812,1.7925229672943082,0.40855106650130746,5.694395616920095,12.883512169574265
159.26074689495164,0.10856373949273918,40.53724127982801,43769.87383185609,3848,3917.328377113058,173.88509013047212,4.83106663270489,1.0368035905015178,0.4305044106540068,9.3994877114116,4.785107981801953
57.859335863128095,0.22018236374334083,47.224429172288225,98056.50535327633,377,17072.05757358862,4284.597534608514,1.310849673566902,3.509033602543913,0.3078121983415633,8.254148541427622,18.727542036292387
345.2741829909569,0.028953338831693286,60.55704739122232,7682.752121698372,1959,16028.304675479234,7208.874795888522,3.1294409394452596,2.2655016295507315,0.006378239853715273,7.236746143963006,4.003377009830359
225.67472193240465,0.10143419797087698,65.17399904125364,52351.39844367891,6029,31964.443436654357,4482.667649477615,2.2134571288566818,4.892578845707634,0.3476148278738678,1.0452295302878074,34.93342831634024
69.79873507394163,0.16645247478884778,173.1108904114048,18757.103519208835,6892,18119.909786796707,7348.970142491,2.5713563059256095,1.7748682031051914,0.2089996084601758,4.8504111097442495,2.3539735390017036
252.6366859545224,0.23930971780329943,121.02010189085449,97096.97799556467,4813,7851.0856913622,2406.8877475286645,1.7186048718213676,2.3833142812383756,0.2827787416131935,2.777376534868291,27.37263653875578
26.850375346457014,0.10243822585030027,114.21036404738597,12217.046968018956,4775,30025.120232970414,8150.105844369082,3.31228840804965,2.431364634566133,0.3245403010094422,9.19718119943981,19.37858393497854
